Company,Industry,Location,Description,URL
ＳＭＴ株式会社,Trading company industry company,"Social residence: 21, No. 2, 2, Niki, Nishi, Nishi, Osaka, Osaka, Osaka",Company that specializes in machine parts and imports imported and exported,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/564a9e35-b4e8-4521-be67-9049c3afaffb
株式会社ミクニ,Trading company industry company,"Social residence: 5 Fan No. 12, Donggli Bridge, Chuo, Osaka, Osaka",A company that operates overseas import and export business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f6384936-5936-4f2e-b3de-3c12ddb04eaa
国際物産株式会社,Trading company industry company,"Social residence: No. 24, No. 24, No. 24, South Boat, Osaka, Osaka, Osaka, Osaka, Osaka",Company that trade interior products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/44a640ce-c226-41fa-b63a-5abf3d53a397
エムユーケー株式会社,Trading company industry company,"Social residence: No. 3, No. 3, 3-chome, Nine, West, Osaka, Osaka, Osaka",Company that perform equipment trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2b8f184d-1a33-487c-99ea-8d0514839335
ケイ・エス通商株式会社,Transportation and logistics industry companies,Headquartered address: Osaka Prefecture Shijonawate City Ode Kiyoshi 496,Company to contract equipment trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c15f5125-f808-4696-b589-b72ae997e3c9
加藤海運株式会社,Transportation and logistics industry companies,"Headquarters Address: 1 of Hyogo Prefecture Kobe City Chuo-ku, Kohong Ischo-cho 6-chome 3",A company that carries overseas freight and port business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7c868055-e637-473d-b5df-b5c068a1f28d
旭タンカー株式会社,Transportation and logistics industry companies,"Headquarters Address: 1-chome, Chiyoda-ku, Chiyoda-ku, Tokyo 2nd 2nd",A company that conducts a shipping business centered on oils such as white oil and black oil,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9e39379c-c997-4ee1-b672-5b062f6c5fc6
株式会社豊洋海運,Transportation and logistics industry companies,"Headquarters Address: 67th of Kobe City, Hyogo Prefecture",Companies to export ship products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b83276f0-bf21-456e-9a83-28b55d25c492
株式会社瑞洋海運,Transportation and logistics industry companies,"Headquarters Address: 67th of Kobe City, Hyogo Prefecture",A company that carries transport and trade in maritime containers,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4c527a78-fc85-49c2-903a-266584447206
株式会社テーンスカイジャパン,Transportation and logistics industry companies,Headquarters Address: Aichi Prefecture Nagoya City Nakamura Ward Ludke 2-chome No. 17 No.17 No.17,Company that perform plant equipment construction and mechanical instrument setting construction and port transportation,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d03c9ad6-773c-4c6f-9fda-5044ec140ef1
株式会社グローバルブランド,Transportation and logistics industry companies,Headquarters Address: Aichi Prefecture Nagoya City Nishi Ward 3-chome No. 28 No. 28 No. 28 Seventh Seven Seventy Building Building 3rd floor,Company carrying out freight to America and Canada,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3cc0098e-cfbe-427c-888e-5cd1b4f04f31
イオングローバルＳＣＭ株式会社,Transportation and logistics industry companies,"Headquarters Address: Chiba City, Chiba City, Chiba City, Chiba City, Nakase 1-chome 1",Company that manages and operates logistics centers of ion group,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e55379fd-050c-4677-8e80-78862074ca1a
アイケイエス株式会社,Transportation and logistics industry companies,"Headquarters Address: Chiba City, Chiba City, Chui Central West 2-chome 8",A company that performs horizontal work and packing of petroleum products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b9006c2a-2333-4458-9e2a-cacce7a4a70b
光宗通商株式会社,Transportation and logistics industry companies,"Headquarters Address: Chiyoda-ku, Chiyoda-ku, Tokyo 1-chome 6th No. 10",Company that imports and sells steel products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2275d279-79b6-4d66-ae45-e72c88fb1572
株式会社丸山エクスプレス,Transportation and logistics industry companies,"Headquarters Address: Chiyoda-ku, Chiyoda-ku, Tokyo 1-chome 7th No. 4",A company that provides agency service of customs clearance procedure,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/484b2736-42fb-4c5d-975c-85c470b906c7
三菱鉱石輸送株式会社,Transportation and logistics industry companies,"Headquarters Address: Chiyoda-ku, Tokyo, Chiyoda-ku, Tokyo No. 4 No. 4 No. 1",A company that ships out overseas resources and domestic cars,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3f2f5d29-dfb8-4670-8c4f-2f8cc4564de6
フライングフィッシュ株式会社,Transportation and logistics industry companies,"Headquarters Address: Chuo Ward, Tokyo Nihonbashi 3-chome No. 8 2nd",A company that carries out international comprehensive transportation,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e0dbccd2-31a0-4597-9a5c-2932e60e301a
兼松ロジスティクスアンドインシュアランス株式会社,Transportation and logistics industry companies,"Headquarters Address: Chuo-ku, Tokyo Nihonbashi Doll Town 1-chome No. 8",Company that develops insurance and shipping and air transportation,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f08116df-302b-4c29-8482-08747c33c6d7
アジアコミュニケーション株式会社,Transportation and logistics industry companies,"Headquarters Address: Chuo-ku, Tokyo, Chuo-ku, Tokyo 2-chome 29th No. 7",Company that carries out trade consulting,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/27b477fc-ca6f-414f-9990-a813bb6081fd
ＨＡＳＣＯ　ＪＡＰＡＮ株式会社,Transportation and logistics industry companies,"Headquarters Address: Chuo-ku, Tokyo, Chuo-ku, Tokyo No. 8 No. 4 No. 4 Nacarin Autobil 4F","Shanghai Sea Henga Shiraku Co., Ltd. is a Japanese corporation, a company that operates shipping agency business and marine freight use transportation",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b48ab46b-2c14-40f5-9164-e2d44c756ccd
相互運輸株式会社,Transportation and logistics industry companies,"Headquarters Address: Fukuoka Prefecture Hakata-ku, Fukuoka-ku, Fukuoka City, Fukuoka Prefecture",A company that performs total coordination and container maintenance of shipping operations,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/bbcf4419-9cf3-45d2-b07a-42681b739934
株式会社マックスロジスティクスジャパン,Transportation and logistics industry companies,"Headquarters Address: Hachohobori 2-chome, Chuo-ku, Tokyo",Company that perform aviation and shipping trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f0f0997b-2ad9-4b69-95ee-51ab58e9a6ae
株式会社マスター,Transportation and logistics industry companies,"Headquarters Address: Higashi Koda 1-chome, Chiyoda-ku, Tokyo",Companies who are international logistics and export agency,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/52f0376b-5e82-4c79-9f7c-f6a9808cf19d
ＳＭＪ株式会社,Transportation and logistics industry companies,Headquarters Address: Higashi-Oi 3-chome 6th No. 20,"Company that carries trade cargo, mainly in China, Korea, Southeast Asia",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8a289fce-6e3f-49f4-bb4f-b07d04833c55
日章トランス株式会社,Transportation and logistics industry companies,"Headquarters Address: Higashikawasaki-cho, Chuo-ku, Kobe City, Hyogo Prefecture",A company that performs customs clearance procedures and port transportation work,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8ca51939-23fc-49d6-baf2-e98a8bbd8e74
藤光汽船有限会社,Transportation and logistics industry companies,Headquarters Address: Hiroshima Prefecture Fukuyama City Matsunaga-cho 5-chome No. 21 No. 25,"A company that operates automobile carriers such as ""Toyokawa Maru""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b51c5c69-0043-43b0-9fe4-f76569a7c35d
株式会社オリオン,Transportation and logistics industry companies,Headquarters Address: Hokkaido Nemuro City 2-chome 91st,"In addition to international trade, a company that operates language schools etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e808a91f-8429-46a2-9b2e-9c2710429d18
川西倉庫株式会社,Transportation and logistics industry companies,"Headquarters Address: Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo City, Hyogo Prefecture.",Company that provides distribution services such as cargo warehousing and port transportation,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ba0a2fbc-64ed-4a25-882d-312fbc67480a
ＪＢＳ株式会社,Transportation and logistics industry companies,Headquarters Address: Hyogo Prefecture Akashi City Okubo-cho Okubo-cho 593th 6,Company that supports the purchase of products from home and abroad,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/89c8fa2e-5503-4855-ac5b-f0096640ae11
平和商事株式会社,Transportation and logistics industry companies,Headquarters Address: Hyogo Prefecture Kobe City Chuo District 2-chome No. 1 No. 2,A company that carries out shipping and customs business and trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0bb43017-32dd-4b19-a122-a2dae53a1548
日中近海ロジスティクス株式会社,Transportation and logistics industry companies,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Northern Naumi Naumi 5-chome No. 21 21st Fukuni Makai Building 202 rooms",Company that conducts trade-related businesses such as shipping business and export-oriented rows in Japan and China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3970af59-a56e-4f61-b0a6-e73213f4a2a0
株式会社ＦＷＴ　ＬＯＧＩＳＴＩＣＳ,Transportation and logistics industry companies,Headquarters Address: Kanagawa Prefecture Sennai City 2-chome 12th No. 5,A company that transports used cars to Africa and Chile,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b7c128c6-54fe-418b-8d27-094540bc4657
株式会社空海,Transportation and logistics industry companies,"Headquarters Address: Kento Ward, Tokyo 5th-chome 5th 14-1801","Aviation, marine freight transportation and overseas expansion consulting",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6412a1b1-3484-4305-a27d-f14ee5177859
株式会社サンキュウシッピング,Transportation and logistics industry companies,"Headquarters Address: Kento Ward, Tokyo 6th-chome No.23",A trading company that specializes in marine freight collection and export input entrance business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ad3cec08-bfdb-4451-af97-87dd36f4901f
株式会社富士オリエンタルヴアンライン,Transportation and logistics industry companies,"Headquarters Address: Kobe City, Kobe City, Hyogo Prefecture",Company carrying customs business and port transportation,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d84afc93-dcb1-4fa4-9378-2d71f65b2ad9
山王物流株式会社,Transportation and logistics industry companies,"Headquarters Address: Kobe City, Kobe City, Hyogo Prefecture 6th No. 4",Company that conducts international comprehensive transport and foreign ship transportation business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/82afc6e3-dd15-4676-abaa-10a1da3426c1
エムエスシージャパン株式会社,Transportation and logistics industry companies,"Headquarters Address: Kohoka-ku, Tokyo Akasaka 1-chome 12 No. 32","A company that provides services such as land transportation, land transportation and warehouse storage",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7c2e26b7-76d0-400e-be02-9cd981ef5414
株式会社アクエアー,Transportation and logistics industry companies,"Headquarters Address: Kono-ku, Tokyo Roppongi 6-chome 8th No. 10",Company with company overseas expansion support service and logistics support,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/27059d53-9fa6-4e7d-944b-cb5ed3da3355
株式会社東京マリンサービス,Transportation and logistics industry companies,"Headquarters Address: Koto-ku, Tokyo 3-chome, Koto-ku, Tokyo No.17 No.17",Companys related to trade such as port agents,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c70295c0-459a-4170-85fe-b31fe820c016
東洋一通商株式会社,Transportation and logistics industry companies,"Headquarters Address: Koto-ku, Tokyo, Koto-ku, Koto-ku, Koto-ku, Koto-ku, Koto-ku, Tokyo No.19 No.19 No.19 No.19 No.11.com.",Company that conducts import and export agency and parts procurement agency,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d0a3c003-e0c6-493f-91ef-f32817251fe6
エイシン・ジャパン株式会社,Transportation and logistics industry companies,Headquarters Address: Kyoto Prefecture Kyoto City Yamanaki Noseno-cho 33rd,A company that carries sake exports and equipment,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/993c65cf-fc61-4fde-85c6-9989cbe39850
株式会社東栄リーファーライン,Transportation and logistics industry companies,Headquarters Address: Metropolitan Ward Ward Turge 3-chome No. 5,Company carrying frozen tuna transportation and trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c59d814a-dd7c-4224-9e04-21982a2a88ba
シノトランスジャパン株式会社,Transportation and logistics industry companies,Headquarters Address: Minato Ward Nishi-shi 1-chome 1-chome 1-chome 1st DLX Building 7th floor,Company carrying maritime transport and logistics business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/220de052-5c1f-4ca3-b8d3-3e32aff9c06e
